,hotel,is_canceled,reserved_room_type,assigned_room_type,record_count,is_reassigned,reserved_to_assigned
50,City Hotel,True,A,A,50,False,A to A
51,City Hotel,True,A,A,50,False,A to A
52,City Hotel,True,A,A,50,False,A to A
53,City Hotel,True,A,A,50,False,A to A
54,City Hotel,True,A,A,50,False,A to A
55,City Hotel,False,A,A,50,False,A to A
56,City Hotel,True,A,A,50,False,A to A
57,City Hotel,True,A,A,50,False,A to A
58,City Hotel,False,A,A,49,False,A to A
59,City Hotel,False,A,A,49,False,A to A
60,City Hotel,True,A,A,49,False,A to A
61,City Hotel,True,A,A,49,False,A to A
62,City Hotel,False,A,A,48,False,A to A
63,City Hotel,True,A,A,47,False,A to A
64,City Hotel,False,A,A,47,False,A to A
65,City Hotel,False,A,A,46,False,A to A
66,City Hotel,False,A,A,46,False,A to A
67,City Hotel,False,A,A,46,False,A to A
68,City Hotel,True,A,A,45,False,A to A
69,City Hotel,True,A,A,45,False,A to A
70,City Hotel,False,A,A,44,False,A to A
71,City Hotel,False,A,A,42,False,A to A
72,City Hotel,False,A,A,42,False,A to A
73,City Hotel,True,A,A,42,False,A to A
74,City Hotel,False,A,A,41,False,A to A
75,City Hotel,False,A,A,41,False,A to A
76,City Hotel,True,A,A,40,False,A to A
77,City Hotel,True,A,A,40,False,A to A
78,Resort Hotel,True,A,A,40,False,A to A
79,City Hotel,False,A,A,40,False,A to A
80,City Hotel,False,A,A,40,False,A to A
81,City Hotel,True,A,A,40,False,A to A
82,City Hotel,False,A,A,40,False,A to A
83,City Hotel,True,A,A,40,False,A to A
84,City Hotel,True,A,A,40,False,A to A
85,City Hotel,False,A,A,39,False,A to A
86,City Hotel,True,A,A,39,False,A to A
87,City Hotel,True,A,A,39,False,A to A
88,City Hotel,True,A,A,38,False,A to A
89,City Hotel,True,A,A,36,False,A to A
90,City Hotel,True,A,A,36,False,A to A
91,City Hotel,True,A,A,35,False,A to A
92,City Hotel,False,A,D,35,True,A to D
93,City Hotel,True,A,A,34,False,A to A
94,City Hotel,True,A,A,34,False,A to A
95,City Hotel,True,A,A,34,False,A to A
96,City Hotel,True,A,A,34,False,A to A
97,City Hotel,True,A,A,34,False,A to A
98,City Hotel,False,A,A,34,False,A to A
99,City Hotel,True,A,A,34,False,A to A
100,City Hotel,True,A,A,34,False,A to A
101,City Hotel,True,A,A,33,False,A to A
102,City Hotel,False,A,A,33,False,A to A
103,City Hotel,False,A,A,33,False,A to A
104,City Hotel,True,A,A,32,False,A to A
105,City Hotel,False,A,A,32,False,A to A
106,City Hotel,False,A,A,32,False,A to A
107,City Hotel,True,A,A,32,False,A to A
108,City Hotel,False,A,A,31,False,A to A
109,City Hotel,True,A,A,31,False,A to A
110,City Hotel,True,A,A,30,False,A to A
111,City Hotel,True,A,A,30,False,A to A
112,City Hotel,True,A,A,30,False,A to A
113,City Hotel,True,A,A,30,False,A to A
114,City Hotel,True,A,A,30,False,A to A
115,City Hotel,True,A,A,30,False,A to A
116,City Hotel,True,A,A,30,False,A to A
117,City Hotel,True,A,A,30,False,A to A
118,City Hotel,True,A,A,30,False,A to A
119,City Hotel,True,A,A,30,False,A to A
120,City Hotel,True,A,A,30,False,A to A
121,City Hotel,True,A,A,30,False,A to A
122,City Hotel,True,A,A,30,False,A to A
123,City Hotel,True,A,A,30,False,A to A
124,City Hotel,True,A,A,30,False,A to A
125,City Hotel,True,A,A,30,False,A to A
126,City Hotel,True,A,A,30,False,A to A
127,City Hotel,True,A,A,30,False,A to A
128,City Hotel,True,A,A,30,False,A to A
129,City Hotel,True,A,A,30,False,A to A
130,City Hotel,True,A,A,30,False,A to A
131,City Hotel,True,A,A,30,False,A to A
132,City Hotel,True,A,A,30,False,A to A
133,City Hotel,True,A,A,30,False,A to A
134,City Hotel,True,A,A,30,False,A to A
135,City Hotel,True,A,A,30,False,A to A
136,City Hotel,True,A,A,30,False,A to A
137,City Hotel,True,A,A,30,False,A to A
138,City Hotel,True,A,A,30,False,A to A
139,City Hotel,True,A,A,30,False,A to A
140,City Hotel,True,A,A,30,False,A to A
141,City Hotel,True,A,A,30,False,A to A
142,City Hotel,True,A,A,30,False,A to A
143,City Hotel,True,A,A,30,False,A to A
144,City Hotel,True,A,A,30,False,A to A
145,City Hotel,True,A,A,30,False,A to A
146,City Hotel,True,A,A,30,False,A to A
147,City Hotel,True,A,A,30,False,A to A
148,City Hotel,True,A,A,30,False,A to A
149,City Hotel,True,A,A,30,False,A to A
150,City Hotel,True,A,A,30,False,A to A
151,Resort Hotel,True,A,A,29,False,A to A
152,City Hotel,True,A,A,29,False,A to A
153,City Hotel,True,A,A,29,False,A to A
154,City Hotel,True,A,A,29,False,A to A
155,City Hotel,True,D,D,29,False,D to D
156,City Hotel,True,A,A,29,False,A to A
157,City Hotel,False,A,A,29,False,A to A
158,City Hotel,True,A,A,29,False,A to A
159,City Hotel,True,A,A,29,False,A to A
160,City Hotel,True,A,A,29,False,A to A
161,City Hotel,True,A,A,29,False,A to A
162,City Hotel,False,A,A,29,False,A to A
163,City Hotel,True,A,A,29,False,A to A
164,City Hotel,False,A,A,29,False,A to A
165,City Hotel,True,A,A,29,False,A to A
166,City Hotel,True,A,A,29,False,A to A
167,City Hotel,True,A,A,29,False,A to A
168,City Hotel,True,A,A,29,False,A to A
169,City Hotel,True,A,A,29,False,A to A
170,City Hotel,True,A,A,29,False,A to A
171,City Hotel,True,A,A,29,False,A to A
172,City Hotel,True,A,A,29,False,A to A
173,City Hotel,True,A,A,29,False,A to A
174,City Hotel,True,A,A,29,False,A to A
175,City Hotel,True,A,A,29,False,A to A
176,City Hotel,True,A,A,29,False,A to A
177,City Hotel,True,A,A,29,False,A to A
178,City Hotel,True,A,A,29,False,A to A
179,City Hotel,True,A,A,29,False,A to A
180,City Hotel,True,A,A,29,False,A to A
181,City Hotel,True,A,A,29,False,A to A
182,City Hotel,True,A,A,29,False,A to A
183,City Hotel,True,A,A,29,False,A to A
184,City Hotel,True,A,A,29,False,A to A
185,City Hotel,True,A,A,29,False,A to A
186,City Hotel,True,A,A,28,False,A to A
187,City Hotel,True,A,A,28,False,A to A
188,City Hotel,True,A,A,28,False,A to A
189,Resort Hotel,True,A,A,28,False,A to A
190,City Hotel,True,A,A,28,False,A to A
191,City Hotel,True,A,A,28,False,A to A
192,City Hotel,False,A,A,28,False,A to A
193,City Hotel,True,A,A,28,False,A to A
194,City Hotel,True,A,A,28,False,A to A
195,City Hotel,False,A,A,28,False,A to A
196,Resort Hotel,True,A,A,28,False,A to A
197,City Hotel,False,A,A,27,False,A to A
198,Resort Hotel,True,A,A,27,False,A to A
199,Resort Hotel,True,A,A,27,False,A to A
200,City Hotel,True,A,A,27,False,A to A
201,City Hotel,True,A,A,27,False,A to A
202,Resort Hotel,True,A,A,27,False,A to A
203,City Hotel,True,A,A,27,False,A to A
204,Resort Hotel,True,A,A,27,False,A to A
205,City Hotel,True,A,A,27,False,A to A
206,City Hotel,True,A,A,26,False,A to A
207,City Hotel,True,A,A,26,False,A to A
208,City Hotel,True,A,A,26,False,A to A
209,City Hotel,False,A,A,26,False,A to A
210,City Hotel,True,A,A,26,False,A to A
211,City Hotel,False,A,A,26,False,A to A
212,City Hotel,True,A,A,26,False,A to A
213,Resort Hotel,True,A,A,26,False,A to A
214,City Hotel,False,A,A,26,False,A to A
215,City Hotel,False,A,A,26,False,A to A
216,City Hotel,True,A,A,26,False,A to A
217,City Hotel,True,A,A,25,False,A to A
218,City Hotel,True,A,A,25,False,A to A
219,Resort Hotel,True,A,A,25,False,A to A
220,Resort Hotel,True,A,A,25,False,A to A
221,City Hotel,True,A,A,25,False,A to A
222,Resort Hotel,True,A,A,25,False,A to A
223,City Hotel,True,A,A,25,False,A to A
224,City Hotel,True,A,A,25,False,A to A
225,City Hotel,True,A,A,25,False,A to A
226,City Hotel,True,A,A,25,False,A to A
227,City Hotel,True,A,A,25,False,A to A
228,Resort Hotel,True,A,A,25,False,A to A
229,City Hotel,True,A,A,25,False,A to A
230,City Hotel,True,A,A,25,False,A to A
231,City Hotel,True,A,A,25,False,A to A
232,City Hotel,True,A,A,25,False,A to A
233,City Hotel,True,A,A,25,False,A to A
234,City Hotel,True,A,A,25,False,A to A
235,Resort Hotel,True,A,A,25,False,A to A
236,City Hotel,True,A,A,25,False,A to A
237,Resort Hotel,True,A,A,25,False,A to A
238,City Hotel,True,A,A,25,False,A to A
239,Resort Hotel,True,A,A,25,False,A to A
240,City Hotel,True,A,A,25,False,A to A
241,City Hotel,True,A,A,25,False,A to A
242,City Hotel,True,A,A,25,False,A to A
243,Resort Hotel,True,D,D,25,False,D to D
244,Resort Hotel,True,A,A,25,False,A to A
245,City Hotel,True,A,A,25,False,A to A
246,Resort Hotel,True,A,A,25,False,A to A
247,City Hotel,True,A,A,25,False,A to A
248,Resort Hotel,True,A,A,25,False,A to A
249,City Hotel,True,A,A,25,False,A to A
250,Resort Hotel,True,D,D,25,False,D to D
251,Resort Hotel,True,A,A,24,False,A to A
252,City Hotel,True,A,A,24,False,A to A
253,City Hotel,True,A,A,24,False,A to A
254,City Hotel,False,A,A,24,False,A to A
255,City Hotel,True,A,A,24,False,A to A
256,Resort Hotel,True,A,A,24,False,A to A
257,City Hotel,True,A,A,24,False,A to A
258,City Hotel,True,A,A,24,False,A to A
259,City Hotel,True,A,A,24,False,A to A
260,City Hotel,True,A,A,24,False,A to A
261,City Hotel,True,A,A,24,False,A to A
262,City Hotel,True,A,A,24,False,A to A
263,City Hotel,True,A,A,24,False,A to A
264,Resort Hotel,True,A,A,24,False,A to A
265,City Hotel,True,A,A,24,False,A to A
266,City Hotel,True,A,A,24,False,A to A
267,City Hotel,True,A,A,24,False,A to A
268,Resort Hotel,True,A,A,24,False,A to A
269,City Hotel,True,A,A,24,False,A to A
270,City Hotel,True,A,A,24,False,A to A
271,City Hotel,True,A,A,24,False,A to A
272,Resort Hotel,True,A,A,24,False,A to A
273,City Hotel,True,A,A,24,False,A to A
274,City Hotel,True,A,A,24,False,A to A
275,City Hotel,True,A,A,24,False,A to A
276,City Hotel,True,A,A,24,False,A to A
277,City Hotel,True,A,A,24,False,A to A
278,Resort Hotel,True,A,A,24,False,A to A
279,City Hotel,True,A,A,23,False,A to A
280,City Hotel,True,A,A,23,False,A to A
281,City Hotel,True,A,A,23,False,A to A
282,City Hotel,True,A,A,23,False,A to A
283,Resort Hotel,True,A,A,23,False,A to A
284,City Hotel,True,A,A,23,False,A to A
285,City Hotel,True,A,A,23,False,A to A
286,City Hotel,True,A,A,23,False,A to A
287,City Hotel,False,A,A,23,False,A to A
288,City Hotel,True,A,A,23,False,A to A
289,Resort Hotel,True,D,D,23,False,D to D
290,City Hotel,True,A,A,23,False,A to A
291,City Hotel,True,A,A,23,False,A to A
292,City Hotel,True,A,A,23,False,A to A
293,City Hotel,True,A,A,23,False,A to A
294,City Hotel,True,A,A,23,False,A to A
295,City Hotel,True,A,A,23,False,A to A
296,City Hotel,True,A,A,22,False,A to A
297,City Hotel,True,A,A,22,False,A to A
298,City Hotel,True,A,A,22,False,A to A
299,City Hotel,True,A,A,22,False,A to A
300,City Hotel,False,A,A,22,False,A to A
301,City Hotel,False,A,D,22,True,A to D
302,City Hotel,True,A,A,22,False,A to A
303,City Hotel,False,A,A,22,False,A to A
304,City Hotel,True,A,A,21,False,A to A
305,City Hotel,True,A,A,21,False,A to A
306,City Hotel,True,A,A,21,False,A to A
307,City Hotel,False,A,A,21,False,A to A
308,Resort Hotel,False,A,A,21,False,A to A
309,City Hotel,False,A,A,21,False,A to A
310,Resort Hotel,True,E,E,21,False,E to E
311,City Hotel,True,A,A,21,False,A to A
312,City Hotel,True,A,A,20,False,A to A
313,City Hotel,True,A,A,20,False,A to A
314,City Hotel,True,A,A,20,False,A to A
315,City Hotel,True,A,A,20,False,A to A
316,City Hotel,True,A,A,20,False,A to A
317,City Hotel,True,A,A,20,False,A to A
318,Resort Hotel,True,A,A,20,False,A to A
319,City Hotel,True,A,A,20,False,A to A
320,Resort Hotel,True,A,A,20,False,A to A
321,City Hotel,True,A,A,20,False,A to A
322,City Hotel,True,A,A,20,False,A to A
323,City Hotel,True,A,A,20,False,A to A
324,City Hotel,False,A,A,20,False,A to A
325,City Hotel,True,A,A,20,False,A to A
326,City Hotel,True,A,A,20,False,A to A
327,City Hotel,True,A,A,20,False,A to A
328,City Hotel,True,A,A,20,False,A to A
329,Resort Hotel,True,E,E,20,False,E to E
330,City Hotel,True,A,A,20,False,A to A
331,City Hotel,True,A,A,20,False,A to A
332,City Hotel,True,A,A,20,False,A to A
333,City Hotel,True,A,A,20,False,A to A
334,City Hotel,True,A,A,20,False,A to A
335,City Hotel,True,A,A,20,False,A to A
336,City Hotel,True,A,A,20,False,A to A
337,City Hotel,True,A,A,20,False,A to A
338,City Hotel,True,A,A,20,False,A to A
339,City Hotel,True,A,A,20,False,A to A
340,City Hotel,True,A,A,20,False,A to A
341,City Hotel,True,A,A,20,False,A to A
342,City Hotel,True,A,A,20,False,A to A
343,Resort Hotel,True,D,D,20,False,D to D
344,City Hotel,True,A,A,20,False,A to A
345,City Hotel,False,A,A,20,False,A to A
346,Resort Hotel,True,A,A,20,False,A to A
347,City Hotel,True,A,A,20,False,A to A
348,City Hotel,True,A,A,20,False,A to A
349,City Hotel,True,A,A,20,False,A to A
350,City Hotel,True,A,A,20,False,A to A
351,City Hotel,True,A,A,20,False,A to A
352,Resort Hotel,True,A,A,20,False,A to A
353,City Hotel,True,A,A,20,False,A to A
354,City Hotel,True,A,A,20,False,A to A
355,City Hotel,True,A,A,20,False,A to A
356,City Hotel,True,A,A,20,False,A to A
357,City Hotel,True,A,A,20,False,A to A
358,City Hotel,True,A,A,20,False,A to A
359,City Hotel,True,A,A,20,False,A to A
360,City Hotel,True,A,A,20,False,A to A
361,City Hotel,True,A,A,20,False,A to A
362,City Hotel,True,A,A,20,False,A to A
363,City Hotel,True,A,A,20,False,A to A
364,City Hotel,True,A,A,20,False,A to A
365,City Hotel,True,A,A,20,False,A to A
366,City Hotel,True,A,A,20,False,A to A
367,City Hotel,True,A,A,20,False,A to A
368,City Hotel,True,A,A,20,False,A to A
369,City Hotel,True,A,A,20,False,A to A
370,City Hotel,True,A,A,20,False,A to A
371,City Hotel,True,A,A,20,False,A to A
372,City Hotel,True,A,A,20,False,A to A
373,City Hotel,True,A,A,20,False,A to A
374,City Hotel,True,A,A,20,False,A to A
375,City Hotel,True,A,A,20,False,A to A
376,City Hotel,True,A,A,20,False,A to A
377,City Hotel,True,A,A,20,False,A to A
378,City Hotel,True,A,A,20,False,A to A
379,City Hotel,True,A,A,20,False,A to A
380,City Hotel,True,A,A,20,False,A to A
381,City Hotel,True,A,A,20,False,A to A
382,City Hotel,True,A,A,20,False,A to A
383,City Hotel,True,A,A,20,False,A to A
384,City Hotel,True,A,A,20,False,A to A
385,Resort Hotel,True,A,A,20,False,A to A
386,City Hotel,True,A,A,20,False,A to A
387,City Hotel,True,A,A,20,False,A to A
388,City Hotel,True,A,A,20,False,A to A
389,City Hotel,True,A,A,20,False,A to A
390,City Hotel,True,A,A,20,False,A to A
391,Resort Hotel,True,A,A,20,False,A to A
392,City Hotel,True,A,A,20,False,A to A
393,City Hotel,False,A,A,20,False,A to A
394,City Hotel,True,A,A,20,False,A to A
395,City Hotel,True,A,A,20,False,A to A
396,City Hotel,True,A,A,20,False,A to A
397,City Hotel,True,A,A,20,False,A to A
398,City Hotel,True,A,A,20,False,A to A
399,City Hotel,True,A,A,20,False,A to A
400,City Hotel,True,A,A,20,False,A to A
401,City Hotel,True,A,A,20,False,A to A
402,City Hotel,True,A,A,20,False,A to A
403,City Hotel,True,A,A,20,False,A to A
404,City Hotel,True,A,A,20,False,A to A
405,City Hotel,True,A,A,20,False,A to A
406,City Hotel,False,A,A,19,False,A to A
407,City Hotel,True,A,A,19,False,A to A
408,City Hotel,True,A,A,19,False,A to A
409,City Hotel,False,A,A,19,False,A to A
410,City Hotel,False,A,A,19,False,A to A
411,City Hotel,True,A,A,19,False,A to A
412,City Hotel,True,A,A,19,False,A to A
413,City Hotel,True,A,A,19,False,A to A
414,City Hotel,False,A,A,19,False,A to A
415,City Hotel,True,A,A,19,False,A to A
416,City Hotel,True,A,A,19,False,A to A
417,City Hotel,True,A,A,19,False,A to A
418,City Hotel,True,A,A,19,False,A to A
419,City Hotel,True,A,A,19,False,A to A
420,City Hotel,True,A,A,19,False,A to A
421,City Hotel,True,A,A,19,False,A to A
422,City Hotel,False,A,A,19,False,A to A
423,City Hotel,False,A,A,19,False,A to A
424,City Hotel,True,A,A,19,False,A to A
425,City Hotel,True,A,A,19,False,A to A
426,City Hotel,True,A,A,19,False,A to A
427,City Hotel,True,A,A,19,False,A to A
428,City Hotel,True,A,A,19,False,A to A
429,City Hotel,True,A,A,19,False,A to A
430,Resort Hotel,True,A,A,19,False,A to A
431,Resort Hotel,True,A,A,19,False,A to A
432,City Hotel,False,A,A,19,False,A to A
433,City Hotel,True,A,A,19,False,A to A
434,Resort Hotel,False,A,D,19,True,A to D
435,City Hotel,False,A,A,19,False,A to A
436,City Hotel,True,A,A,19,False,A to A
437,City Hotel,True,A,A,19,False,A to A
438,City Hotel,True,A,A,19,False,A to A
439,City Hotel,True,A,A,19,False,A to A
440,City Hotel,True,A,A,19,False,A to A
441,City Hotel,False,A,A,18,False,A to A
442,City Hotel,False,A,A,18,False,A to A
443,City Hotel,True,A,A,18,False,A to A
444,City Hotel,True,A,A,18,False,A to A
445,City Hotel,True,A,A,18,False,A to A
446,City Hotel,True,A,A,18,False,A to A
447,City Hotel,True,A,A,18,False,A to A
448,City Hotel,True,A,A,18,False,A to A
449,City Hotel,True,A,A,18,False,A to A
450,City Hotel,True,A,A,18,False,A to A
451,City Hotel,True,A,A,18,False,A to A
452,City Hotel,False,A,A,18,False,A to A
453,City Hotel,False,A,A,18,False,A to A
454,City Hotel,False,A,A,18,False,A to A
455,City Hotel,True,A,A,18,False,A to A
456,Resort Hotel,False,A,A,18,False,A to A
457,City Hotel,True,A,A,18,False,A to A
458,City Hotel,True,A,A,18,False,A to A
459,City Hotel,True,A,A,18,False,A to A
460,Resort Hotel,True,A,A,18,False,A to A
461,City Hotel,False,A,A,18,False,A to A
462,City Hotel,False,A,A,18,False,A to A
463,City Hotel,True,A,A,18,False,A to A
464,City Hotel,True,A,A,18,False,A to A
465,City Hotel,False,A,A,18,False,A to A
466,Resort Hotel,True,A,A,18,False,A to A
467,City Hotel,False,A,A,18,False,A to A
468,City Hotel,False,A,A,18,False,A to A
469,City Hotel,False,A,D,17,True,A to D
470,City Hotel,False,A,A,17,False,A to A
471,City Hotel,False,A,A,17,False,A to A
472,City Hotel,True,A,A,17,False,A to A
473,City Hotel,False,A,A,17,False,A to A
474,City Hotel,True,A,A,17,False,A to A
475,Resort Hotel,True,A,A,17,False,A to A
476,City Hotel,True,A,A,17,False,A to A
477,City Hotel,True,A,A,17,False,A to A
478,City Hotel,True,A,A,17,False,A to A
479,City Hotel,True,A,A,17,False,A to A
480,City Hotel,True,A,A,17,False,A to A
481,City Hotel,False,A,A,17,False,A to A
482,City Hotel,True,A,A,17,False,A to A
483,City Hotel,True,A,A,17,False,A to A
484,Resort Hotel,True,A,A,17,False,A to A
485,City Hotel,True,A,A,17,False,A to A
486,Resort Hotel,True,A,A,17,False,A to A
487,City Hotel,True,A,A,17,False,A to A
488,City Hotel,True,A,A,17,False,A to A
489,City Hotel,True,A,A,17,False,A to A
490,City Hotel,True,A,A,17,False,A to A
491,City Hotel,True,A,A,17,False,A to A
492,City Hotel,True,A,A,17,False,A to A
493,City Hotel,True,A,A,17,False,A to A
494,City Hotel,True,A,A,17,False,A to A
495,City Hotel,True,A,A,17,False,A to A
496,City Hotel,False,A,A,17,False,A to A
497,City Hotel,True,A,A,17,False,A to A
498,City Hotel,True,A,A,17,False,A to A
499,City Hotel,False,A,A,17,False,A to A
500,City Hotel,True,A,A,17,False,A to A
501,City Hotel,True,A,A,17,False,A to A
502,City Hotel,True,A,A,16,False,A to A
503,City Hotel,True,A,A,16,False,A to A
504,City Hotel,False,A,A,16,False,A to A
505,City Hotel,True,A,A,16,False,A to A
506,City Hotel,False,A,A,16,False,A to A
507,City Hotel,False,A,A,16,False,A to A
508,City Hotel,True,A,A,16,False,A to A
509,City Hotel,False,A,A,16,False,A to A
510,City Hotel,True,A,A,16,False,A to A
511,City Hotel,False,A,A,16,False,A to A
512,City Hotel,False,A,A,16,False,A to A
513,City Hotel,False,A,A,16,False,A to A
514,City Hotel,True,A,A,16,False,A to A
515,City Hotel,False,A,A,16,False,A to A
516,Resort Hotel,True,A,A,16,False,A to A
517,City Hotel,False,A,A,16,False,A to A
518,Resort Hotel,True,D,D,16,False,D to D
519,Resort Hotel,True,A,A,16,False,A to A
520,City Hotel,False,A,A,16,False,A to A
521,City Hotel,False,A,A,16,False,A to A
522,City Hotel,False,A,A,16,False,A to A
523,City Hotel,False,A,A,16,False,A to A
524,Resort Hotel,False,A,A,16,False,A to A
525,City Hotel,True,A,A,16,False,A to A
526,City Hotel,True,A,A,16,False,A to A
527,City Hotel,True,A,A,16,False,A to A
528,City Hotel,True,A,A,16,False,A to A
529,City Hotel,True,A,A,16,False,A to A
530,City Hotel,False,A,A,16,False,A to A
531,City Hotel,False,A,A,15,False,A to A
532,Resort Hotel,True,A,A,15,False,A to A
533,City Hotel,True,A,A,15,False,A to A
534,City Hotel,False,A,A,15,False,A to A
535,City Hotel,False,A,A,15,False,A to A
536,City Hotel,True,A,A,15,False,A to A
537,City Hotel,True,A,A,15,False,A to A
538,City Hotel,True,A,A,15,False,A to A
539,City Hotel,True,A,A,15,False,A to A
540,City Hotel,True,A,A,15,False,A to A
541,City Hotel,True,A,A,15,False,A to A
542,City Hotel,True,A,A,15,False,A to A
543,City Hotel,False,A,A,15,False,A to A
544,City Hotel,True,A,A,15,False,A to A
545,Resort Hotel,True,A,A,15,False,A to A
546,City Hotel,True,A,A,15,False,A to A
547,City Hotel,True,A,A,15,False,A to A
548,City Hotel,True,A,A,15,False,A to A
549,City Hotel,True,A,A,15,False,A to A
550,City Hotel,False,A,D,15,True,A to D
551,City Hotel,True,A,A,15,False,A to A
552,City Hotel,True,A,A,15,False,A to A
553,City Hotel,False,A,A,15,False,A to A
554,City Hotel,True,A,A,15,False,A to A
555,Resort Hotel,True,A,A,15,False,A to A
556,City Hotel,True,A,A,15,False,A to A
557,City Hotel,True,A,A,15,False,A to A
558,City Hotel,True,A,A,15,False,A to A
559,City Hotel,True,A,A,15,False,A to A
560,City Hotel,False,A,A,15,False,A to A
561,City Hotel,True,A,A,15,False,A to A
562,City Hotel,True,A,A,15,False,A to A
563,City Hotel,True,A,A,15,False,A to A
564,City Hotel,False,A,A,15,False,A to A
565,City Hotel,True,A,A,15,False,A to A
566,City Hotel,True,A,A,15,False,A to A
567,City Hotel,True,A,A,15,False,A to A
568,City Hotel,True,A,A,15,False,A to A
569,City Hotel,True,A,A,15,False,A to A
570,City Hotel,True,A,A,15,False,A to A
571,City Hotel,True,A,A,15,False,A to A
572,City Hotel,True,A,A,15,False,A to A
573,City Hotel,True,A,A,15,False,A to A
574,City Hotel,True,A,A,15,False,A to A
575,City Hotel,True,A,A,15,False,A to A
576,City Hotel,False,A,A,15,False,A to A
577,City Hotel,True,A,A,15,False,A to A
578,City Hotel,True,A,A,15,False,A to A
579,City Hotel,True,A,A,15,False,A to A
580,City Hotel,True,A,A,15,False,A to A
581,City Hotel,True,A,A,15,False,A to A
582,City Hotel,True,A,A,15,False,A to A
583,City Hotel,True,A,A,15,False,A to A
584,Resort Hotel,False,A,A,15,False,A to A
585,City Hotel,True,A,A,15,False,A to A
586,City Hotel,True,A,A,15,False,A to A
587,City Hotel,True,A,A,15,False,A to A
588,City Hotel,True,A,A,15,False,A to A
589,City Hotel,True,A,A,15,False,A to A
590,City Hotel,True,A,A,15,False,A to A
591,City Hotel,True,A,A,15,False,A to A
592,City Hotel,True,A,A,14,False,A to A
593,City Hotel,True,A,A,14,False,A to A
594,City Hotel,True,A,A,14,False,A to A
595,City Hotel,True,A,A,14,False,A to A
596,City Hotel,True,A,A,14,False,A to A
597,City Hotel,True,A,A,14,False,A to A
598,City Hotel,True,A,A,14,False,A to A
599,Resort Hotel,False,A,A,14,False,A to A
600,City Hotel,False,A,A,14,False,A to A
601,City Hotel,False,A,A,14,False,A to A
602,City Hotel,False,A,A,14,False,A to A
603,City Hotel,True,A,A,14,False,A to A
604,City Hotel,False,A,A,14,False,A to A
605,City Hotel,True,A,A,14,False,A to A
606,Resort Hotel,True,A,A,14,False,A to A
607,City Hotel,True,A,A,14,False,A to A
608,City Hotel,True,A,A,14,False,A to A
609,Resort Hotel,True,A,A,14,False,A to A
610,City Hotel,False,A,A,14,False,A to A
611,City Hotel,True,A,A,14,False,A to A
612,Resort Hotel,True,A,A,14,False,A to A
613,City Hotel,True,A,A,14,False,A to A
614,City Hotel,False,A,A,14,False,A to A
615,City Hotel,True,A,A,14,False,A to A
616,City Hotel,False,A,A,14,False,A to A
617,City Hotel,True,A,A,14,False,A to A
618,City Hotel,True,A,A,14,False,A to A
619,City Hotel,False,A,A,14,False,A to A
620,City Hotel,True,A,A,14,False,A to A
621,City Hotel,True,A,A,14,False,A to A
622,City Hotel,False,A,A,14,False,A to A
623,City Hotel,False,A,D,13,True,A to D
624,City Hotel,False,A,A,13,False,A to A
625,City Hotel,True,A,A,13,False,A to A
