,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,cancel_date,record_count,is_duplicate,arrival_date,booking_date,cancel_days_after_booking,cancel_days_before_arrival,frac_lead_time_before_cancel
10,City Hotel,True,305,2016,November,45,4,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,21,0,0,Transient,89.0,0,0,Canceled,2016-02-01,85,True,2016-11-04,2016-01-04,28,277,0.09180327868852459
11,City Hotel,True,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,236,0,0,Transient,110.0,0,0,Canceled,2016-07-13,85,True,2016-11-01,2016-05-19,55,111,0.3313253012048193
12,City Hotel,True,37,2016,October,42,13,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,56,0,0,Transient-Party,105.0,0,0,Canceled,2016-09-06,84,True,2016-10-13,2016-09-06,0,37,0.0
13,City Hotel,True,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,19,0,0,Transient,130.0,0,0,Canceled,2016-11-25,84,True,2017-05-30,2016-11-25,0,186,0.0
14,City Hotel,True,59,2017,January,4,23,1,1,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,326,0,0,Transient,80.0,0,0,Canceled,2016-11-25,79,True,2017-01-23,2016-11-25,0,59,0.0
15,City Hotel,True,61,2017,January,4,25,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,326,0,0,Transient,80.0,0,0,Canceled,2016-11-25,79,True,2017-01-25,2016-11-25,0,61,0.0
16,City Hotel,True,169,2017,June,23,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,19,0,0,Transient,170.0,0,0,Canceled,2016-12-21,79,True,2017-06-08,2016-12-21,0,169,0.0
17,City Hotel,True,342,2015,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,False,1,0,A,A,0,Non Refund,1,0,0,Transient,170.0,0,0,Canceled,2015-08-21,72,True,2015-09-24,2014-10-17,308,34,0.9005847953216374
18,City Hotel,True,39,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,6,0,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,70,True,2015-08-14,2015-07-06,0,39,0.0
19,City Hotel,True,301,2015,August,33,14,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,Non Refund,6,0,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,70,True,2015-08-14,2014-10-17,262,39,0.8704318936877077
20,City Hotel,True,150,2017,June,24,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,Unspecified / None,0,0,Transient,120.0,0,0,Canceled,2017-01-18,69,True,2017-06-17,2017-01-18,0,150,0.0
21,City Hotel,True,99,2016,February,8,19,0,1,2,0,0,BB,PRT,Corporate,Corporate,False,1,0,A,A,0,No Deposit,Unspecified / None,67,0,Transient-Party,80.0,0,0,Canceled,2015-12-22,69,True,2016-02-19,2015-11-12,40,59,0.40404040404040403
22,City Hotel,True,56,2017,February,5,1,0,3,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,29,0,0,Transient,60.0,0,0,Canceled,2016-12-07,69,True,2017-02-01,2016-12-07,0,56,0.0
23,City Hotel,True,105,2016,April,15,6,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,12,0,0,Transient,75.0,0,0,Canceled,2016-01-18,65,True,2016-04-06,2015-12-23,26,79,0.24761904761904763
24,City Hotel,True,87,2015,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,170.0,0,0,Canceled,2015-09-09,65,True,2015-09-25,2015-06-30,71,16,0.8160919540229885
25,City Hotel,True,1,2016,February,10,28,2,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,134,0,0,Transient-Party,60.0,0,0,Canceled,2016-02-27,65,True,2016-02-28,2016-02-27,0,1,0.0
26,City Hotel,True,137,2016,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,False,1,0,A,A,0,Non Refund,29,0,45,Transient,70.0,0,0,Canceled,2015-10-27,65,True,2016-01-27,2015-09-12,45,92,0.3284671532846715
27,City Hotel,True,67,2017,February,7,12,2,0,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,3,0,0,Transient,80.0,0,0,Canceled,2016-12-07,64,True,2017-02-12,2016-12-07,0,67,0.0
28,City Hotel,True,97,2015,October,41,5,1,3,1,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,29,0,0,Transient,140.0,0,0,Canceled,2015-07-03,62,True,2015-10-05,2015-06-30,3,94,0.030927835051546393
29,City Hotel,True,56,2016,June,24,8,0,1,2,0,0,BB,PRT,Offline TA/TO,Corporate,False,0,0,A,A,0,No Deposit,191,0,0,Transient-Party,120.0,0,0,Canceled,2016-06-02,60,True,2016-06-08,2016-04-13,50,6,0.8928571428571429
30,City Hotel,True,164,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,Unspecified / None,0,0,Transient,160.0,0,0,Canceled,2017-01-31,60,True,2017-05-15,2016-12-02,60,104,0.36585365853658536
31,City Hotel,True,178,2016,April,18,28,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,Non Refund,19,0,46,Transient,110.0,0,0,Canceled,2015-12-18,60,True,2016-04-28,2015-11-02,46,132,0.25842696629213485
32,City Hotel,True,213,2016,June,24,7,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,19,0,62,Transient,130.0,0,0,Canceled,2016-01-08,60,True,2016-06-07,2015-11-07,62,151,0.29107981220657275
33,City Hotel,True,56,2017,March,12,21,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,86,0,0,Transient,85.0,0,0,Canceled,2017-01-24,59,True,2017-03-21,2017-01-24,0,56,0.0
34,City Hotel,True,104,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,Unspecified / None,0,0,Transient,160.0,0,0,Canceled,2017-01-31,59,True,2017-05-15,2017-01-31,0,104,0.0
35,City Hotel,True,175,2017,May,20,19,0,1,1,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,44,0,0,Transient,90.0,0,0,Canceled,2016-11-25,59,True,2017-05-19,2016-11-25,0,175,0.0
36,City Hotel,True,336,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,Non Refund,6,0,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,58,True,2015-09-18,2014-10-17,262,74,0.7797619047619048
37,City Hotel,True,364,2015,October,42,16,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,Non Refund,6,0,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,58,True,2015-10-16,2014-10-17,262,102,0.7197802197802198
38,City Hotel,True,74,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,6,0,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,58,True,2015-09-18,2015-07-06,0,74,0.0
39,City Hotel,True,102,2015,October,42,16,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,6,0,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,58,True,2015-10-16,2015-07-06,0,102,0.0
41,City Hotel,True,44,2016,February,8,17,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,44,0,3,Transient,75.0,0,0,Canceled,2016-01-16,55,True,2016-02-17,2016-01-04,12,32,0.2727272727272727
42,City Hotel,True,92,2017,March,11,15,0,3,2,0,0,BB,PRT,Groups,Direct,False,0,0,A,A,0,Non Refund,Unspecified / None,0,0,Transient,85.0,0,0,Canceled,2016-12-13,54,True,2017-03-15,2016-12-13,0,92,0.0
44,City Hotel,True,33,2015,December,50,9,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,Non Refund,44,0,0,Transient,110.0,0,0,Canceled,2015-11-16,52,True,2015-12-09,2015-11-06,10,23,0.30303030303030304
45,City Hotel,True,245,2016,June,25,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,12,0,0,Transient,75.0,0,0,Canceled,2016-02-09,52,True,2016-06-17,2015-10-16,116,129,0.47346938775510206
46,City Hotel,True,37,2016,October,42,13,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,56,0,0,Transient-Party,95.0,0,0,Canceled,2016-09-06,51,True,2016-10-13,2016-09-06,0,37,0.0
48,City Hotel,True,69,2016,June,25,12,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,236,0,0,Transient,120.0,0,0,Canceled,2016-04-27,50,True,2016-06-12,2016-04-04,23,46,0.3333333333333333
49,Resort Hotel,True,259,2015,September,38,17,0,3,2,0,0,BB,GBR,Groups,Corporate,False,1,0,A,A,0,Non Refund,Unspecified / None,223,0,Transient,40.05,0,0,Canceled,2015-01-21,50,True,2015-09-17,2015-01-01,20,239,0.07722007722007722
50,City Hotel,True,317,2016,September,38,15,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,19,0,0,Transient,120.0,0,0,Canceled,2016-02-09,50,True,2016-09-15,2015-11-03,98,219,0.30914826498422715
51,City Hotel,True,350,2016,June,25,17,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,29,0,0,Transient,140.0,0,0,Canceled,2015-08-11,50,True,2016-06-17,2015-07-03,39,311,0.11142857142857143
52,City Hotel,True,211,2016,May,21,20,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,6,0,111,Transient,100.0,0,0,Canceled,2016-03-18,50,True,2016-05-20,2015-10-22,148,63,0.7014218009478673
53,City Hotel,True,103,2016,April,17,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,119,0,0,Transient,115.0,0,0,Canceled,2016-02-25,50,True,2016-04-19,2016-01-07,49,54,0.47572815533980584
54,City Hotel,True,115,2016,March,13,20,2,0,1,0,0,BB,PRT,Groups,TA/TO,False,1,0,A,A,0,Non Refund,41,0,22,Transient,70.0,0,0,Canceled,2015-12-18,50,True,2016-03-20,2015-11-26,22,93,0.19130434782608696
56,City Hotel,True,279,2016,October,42,12,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,98,0,0,Transient,110.0,0,0,Canceled,2016-05-05,50,True,2016-10-12,2016-01-07,119,160,0.4265232974910394
57,City Hotel,True,245,2016,July,28,6,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,19,0,0,Transient,110.0,0,0,Canceled,2016-02-23,50,True,2016-07-06,2015-11-04,111,134,0.4530612244897959
60,City Hotel,True,87,2017,April,15,15,2,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,95.0,0,0,Canceled,2017-01-18,49,True,2017-04-15,2017-01-18,0,87,0.0
61,City Hotel,True,105,2017,May,20,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,Unspecified / None,0,0,Transient,160.0,0,0,Canceled,2017-02-03,49,True,2017-05-19,2017-02-03,0,105,0.0
63,City Hotel,True,52,2017,March,11,13,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,56,0,0,Transient,80.0,0,0,Canceled,2017-01-20,47,True,2017-03-13,2017-01-20,0,52,0.0
68,City Hotel,True,86,2016,January,4,22,0,1,2,0,0,BB,PRT,Groups,TA/TO,False,1,0,A,A,0,Non Refund,29,0,35,Transient,85.0,0,0,Canceled,2015-12-02,45,True,2016-01-22,2015-10-28,35,51,0.4069767441860465
69,City Hotel,True,273,2016,May,20,13,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,21,0,0,Transient,95.0,0,0,Canceled,2015-12-18,45,True,2016-05-13,2015-08-14,126,147,0.46153846153846156
73,City Hotel,True,247,2016,October,44,28,1,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,37,0,0,Transient,110.0,0,0,Canceled,2016-03-15,42,True,2016-10-28,2016-02-24,20,227,0.08097165991902834
76,City Hotel,True,104,2015,August,36,30,2,1,2,0,0,HB,ESP,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,90.0,0,0,Canceled,2015-07-22,40,True,2015-08-30,2015-05-18,65,39,0.625
77,City Hotel,True,34,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,Non Refund,19,0,0,Transient,90.0,0,0,Canceled,2015-11-06,40,True,2015-12-08,2015-11-04,2,32,0.058823529411764705
78,Resort Hotel,True,259,2015,September,38,17,0,3,1,0,0,BB,GBR,Groups,Corporate,False,1,0,A,A,0,Non Refund,Unspecified / None,223,0,Transient,33.3,0,0,Canceled,2015-01-21,40,True,2015-09-17,2015-01-01,20,239,0.07722007722007722
81,City Hotel,True,444,2016,December,49,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,Non Refund,34,0,39,Transient,75.0,0,0,Canceled,2015-10-23,40,True,2016-12-01,2015-09-14,39,405,0.08783783783783784
83,City Hotel,True,95,2016,November,45,5,0,1,1,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,No Deposit,Unspecified / None,0,0,Transient-Party,75.0,0,0,Canceled,2016-10-21,40,True,2016-11-05,2016-08-02,80,15,0.8421052631578947
84,City Hotel,True,109,2016,February,9,21,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,Non Refund,19,0,44,Transient,75.0,0,0,Canceled,2015-12-18,40,True,2016-02-21,2015-11-04,44,65,0.4036697247706422
86,City Hotel,True,66,2017,April,15,9,2,0,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,Unspecified / None,0,0,Transient,100.0,0,0,Canceled,2017-02-02,39,True,2017-04-09,2017-02-02,0,66,0.0
87,City Hotel,True,54,2017,January,3,18,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,171,0,0,Transient,65.0,0,0,Canceled,2016-11-25,39,True,2017-01-18,2016-11-25,0,54,0.0
88,City Hotel,True,113,2016,May,23,31,0,3,1,0,0,BB,PRT,Corporate,TA/TO,False,0,0,A,A,0,Non Refund,Unspecified / None,202,0,Transient,100.0,0,0,Canceled,2016-04-11,38,True,2016-05-31,2016-02-08,63,50,0.5575221238938053
89,City Hotel,True,161,2016,March,13,25,1,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,12,0,101,Transient,130.0,0,0,Canceled,2016-02-10,36,True,2016-03-25,2015-10-16,117,44,0.7267080745341615
90,City Hotel,True,193,2016,June,26,20,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,162,0,39,Transient,120.0,0,0,Canceled,2016-01-18,36,True,2016-06-20,2015-12-10,39,154,0.20207253886010362
91,City Hotel,True,111,2017,April,17,27,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,31,0,0,Transient,120.0,0,0,Canceled,2017-01-06,35,True,2017-04-27,2017-01-06,0,111,0.0
93,City Hotel,True,62,2017,April,14,6,0,3,1,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,Unspecified / None,0,0,Transient,135.0,0,0,Canceled,2017-02-03,34,True,2017-04-06,2017-02-03,0,62,0.0
94,City Hotel,True,113,2016,February,9,25,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,1,0,A,A,0,Non Refund,19,0,44,Transient,75.0,0,0,Canceled,2015-12-18,34,True,2016-02-25,2015-11-04,44,69,0.3893805309734513
95,City Hotel,True,69,2017,April,14,6,0,3,1,0,0,BB,PRT,Corporate,Corporate,False,0,0,A,A,0,Non Refund,Unspecified / None,197,0,Transient,85.0,0,0,Canceled,2017-01-27,34,True,2017-04-06,2017-01-27,0,69,0.0
97,City Hotel,True,80,2017,March,13,31,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,56,0,0,Transient,90.0,0,0,Canceled,2017-01-10,34,True,2017-03-31,2017-01-10,0,80,0.0
99,City Hotel,True,96,2017,April,17,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,29,0,0,Transient,130.0,0,0,Canceled,2017-01-20,34,True,2017-04-26,2017-01-20,0,96,0.0
100,City Hotel,True,15,2017,February,7,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,19,0,0,Transient,95.0,0,0,Canceled,2017-02-02,34,True,2017-02-17,2017-02-02,0,15,0.0
101,City Hotel,True,153,2017,June,25,21,0,4,1,0,0,BB,PRT,Corporate,TA/TO,False,0,0,A,A,0,Non Refund,Unspecified / None,348,0,Transient,110.0,0,0,Canceled,2017-01-19,33,True,2017-06-21,2017-01-19,0,153,0.0
104,City Hotel,True,126,2016,April,16,14,0,3,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,39,Transient,65.0,0,0,Canceled,2016-01-18,32,True,2016-04-14,2015-12-10,39,87,0.30952380952380953
107,City Hotel,True,280,2016,September,39,19,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,6,0,35,Transient,110.0,0,0,Canceled,2016-01-18,32,True,2016-09-19,2015-12-14,35,245,0.125
109,City Hotel,True,147,2015,July,30,21,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,1,0,A,A,0,No Deposit,1,0,0,Transient,75.0,0,0,Canceled,2015-07-10,31,True,2015-07-21,2015-02-24,136,11,0.9251700680272109
110,City Hotel,True,437,2016,May,19,2,1,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,60.0,0,0,Canceled,2016-03-14,30,True,2016-05-02,2015-02-20,388,49,0.8878718535469108
111,City Hotel,True,433,2016,September,38,15,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-09-15,2015-07-10,103,330,0.23787528868360278
112,City Hotel,True,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-06-02,2015-07-08,105,225,0.3181818181818182
113,City Hotel,True,337,2016,June,24,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-06-09,2015-07-08,105,232,0.3115727002967359
114,City Hotel,True,281,2016,April,16,14,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-04-14,2015-07-08,105,176,0.3736654804270463
115,City Hotel,True,344,2016,June,25,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-06-16,2015-07-08,105,239,0.30523255813953487
116,City Hotel,True,372,2016,July,29,14,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-07-14,2015-07-08,105,267,0.28225806451612906
117,City Hotel,True,426,2016,September,37,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-09-08,2015-07-10,103,323,0.24178403755868544
118,City Hotel,True,98,2015,November,48,23,1,2,1,0,0,FB,PRT,Groups,TA/TO,False,0,0,A,A,0,No Deposit,37,0,0,Transient-Party,84.0,0,0,Canceled,2015-09-14,30,True,2015-11-23,2015-08-17,28,70,0.2857142857142857
119,City Hotel,True,351,2016,June,26,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-06-23,2015-07-08,105,246,0.29914529914529914
120,City Hotel,True,398,2016,August,33,11,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-08-11,2015-07-10,103,295,0.25879396984924624
121,City Hotel,True,475,2016,October,44,27,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-10-27,2015-07-10,103,372,0.2168421052631579
122,City Hotel,True,288,2016,April,17,21,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-04-21,2015-07-08,105,183,0.3645833333333333
123,City Hotel,True,468,2016,October,43,20,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-10-20,2015-07-10,103,365,0.22008547008547008
124,City Hotel,True,358,2016,June,27,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-06-30,2015-07-08,105,253,0.29329608938547486
125,City Hotel,True,461,2016,October,42,13,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-10-13,2015-07-10,103,358,0.22342733188720174
126,City Hotel,True,420,2016,September,36,3,2,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,35,0,0,Transient,75.0,0,0,Canceled,2015-10-12,30,True,2016-09-03,2015-07-11,93,327,0.22142857142857142
127,City Hotel,True,454,2016,October,41,6,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-10-06,2015-07-10,103,351,0.22687224669603523
128,City Hotel,True,451,2016,May,21,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,60.0,0,0,Canceled,2016-03-14,30,True,2016-05-16,2015-02-20,388,63,0.8603104212860311
130,City Hotel,True,365,2016,July,28,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-07-07,2015-07-08,105,260,0.2876712328767123
131,City Hotel,True,447,2016,September,40,29,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-09-29,2015-07-10,103,344,0.23042505592841164
132,City Hotel,True,379,2016,July,30,21,0,2,2,0,0,BB,PRT,Groups,TA/TO,False,0,0,A,A,0,Non Refund,1,0,0,Transient,62.0,0,0,Canceled,2015-10-21,30,True,2016-07-21,2015-07-08,105,274,0.2770448548812665
